product_type,product_package_name_ar,product_package_name_en,product_duration,product_package_descr_ar,product_package_descr_en,product_package_validity,value_proposition_ar,value_proposition_en,frequency,label_ar,label_en,product_quantity,roles,price,discounted_price,cat_arabic_name,cat_english_name,product_package_id,product_package_offer_id
featured_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","3 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",11,9.9,أجهزة تكييف وتدفئة,"AC, Cooling & Heating",1350,5451
featured_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","3 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",12,10.8,لابتوب، تابلت و كمبيوتر,"Laptops, Tablets, Computers",1350,5458
featured_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","3 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",10,9,ألعاب الفيديو,Video Games,1350,5461
featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,الأكثر مبيعا,Best Selling,1,"{public,single}",3,2.04,الباحثين عن عمل,Job Seekers,786,5515
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",26,,عقارات تجارية للبيع,Commercials For Sale,794,4096
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,غسالات و نشافات,Washing Machines & Dryers,794,5450
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",26,,شقق وفلل للبيع,Apartments & Villas For Sale,794,748
ad_limit_bump,"",Online 1 Listing,"30 days, 0:00:00","","",30 days,"","",,"","",1,"{public,single}",0,,الكترونيات وأجهزة منزلية,Electronics & Home Appliances,1324,4776
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,كاميرات وتصوير,Cameras,794,5440
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",5,,قطع غيار للمركبات,All Vehicles Spare Parts,794,5563
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,أرقام الهواتف المحمولة,Mobile Numbers,794,5524
ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,"","",,"","",1,"{public,single}",74.5,67,ابنية ووحدات متعددة,Buildings & Multiple Units,1273,4599
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,الساعات الذكية,Smart Watches,794,5526
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",14,,سيارات للإيجار,Cars for Rent,794,5714
ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,"","",,"","",1,"{public,single}",40,37,غرف للإيجار,Rooms for Rent,1273,5816
ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,"","",,"","",1,"{public,single}",74.5,67,عقارات تجارية للبيع,Commercials For Sale,1273,4605
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,اكسسورات موبايلات,Mobile Accessories,794,5523
ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,"","",,"","",1,"{public,single}",48,44,شقق وفلل للإيجار,Apartments & Villas For Rent,1273,5784
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",26,,اراضي للبيع,Lands for Sale,794,4097
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",9,,تجارة وصناعة,Business & Industrial,794,5622
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,أجهزة تنضيف,Cleaning Appliances,794,5441
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,أجهزة صوتية، سماعات ومكبرات صوت,Home Audio & Speakers,794,5444
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",3,,أجهزة منزلية أخرى,Other Home Appliances,794,5447
ad_limit_bump,انشر إعلان واحد لمدة 30 يوم,Place 1 Ad for 30 days,"30 days, 0:00:00",لدي غرض واحد للبيع,I only have one Item to sell,30 days,"","",,"","",1,"{public,single}",4,,قطط,Cats,794,5529
ad_limit_bump,إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days","30 days, 0:00:00",إعلان صالح لمدة ٣٠ يوم و يتجدد لاول ١٤ يوم,"Place 1 Ad for 30 days, Bump up for the first 14 days",30 days,"","",,"","",1,"{public,single}",74.5,67,اراضي للبيع,Lands for Sale,1273,4606
featured_ad,إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days","14 days, 0:00:00",إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",74.5,67,عقارات تجارية للبيع,Commercials For Sale,1274,4605
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,🔥,🔥,1,"{public,single}",66,,شقق وفلل للبيع,Apartments & Villas For Sale,1263,4581
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",19,11.4,ساعات,Watches,788,5496
featured_ad,5 اعلانات ممنيزة لمدة 7 ايام,5 - Featured Ads for 7 days,"14 days, 0:00:00",اشتري 5 اعلانات مميزة يمكن استعماله على اعلانات مختلفة بسعر مخفض,Buy 5 Featured Ads that can be used on different Ads at a discounted price,30 days,"","",,"","",5,"{public,multiple}",71.4,59,وظائف شاغرة,Jobs Available,1270,5696
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,الأكثر مبيعا,Best Selling,1,"{public,single}",11,6.6,ملابس للرجال,Clothing for Men,1263,5501
featured_ad,إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days","14 days, 0:00:00",إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",48,44,شقق وفلل للإيجار,Apartments & Villas For Rent,1274,5784
featured_ad,5 اعلانات ممنيزة لمدة 7 ايام,5 - Featured Ads for 7 days,"14 days, 0:00:00",اشتري 5 اعلانات مميزة يمكن استعماله على اعلانات مختلفة بسعر مخفض,Buy 5 Featured Ads that can be used on different Ads at a discounted price,30 days,"","",,"","",5,"{public,multiple}",102,77,عقارات تجارية للإيجار,Commercials For Rent,1270,5053
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",23,21.85,دراجات نارية ورباعية,Motorcycles & ATVs,788,5594
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,الأكثر مبيعا,Best Selling,1,"{public,single}",11,6.6,المكياج ومستحضرات التجميل,Make-up & Cosmetics,1263,5505
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",29,,غرف للإيجار,Rooms for Rent,788,5824
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",21,18.9,موبايلات واكسسواراتها,Mobile Phones & Accessories,788,5666
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,🔥,🔥,1,"{public,single}",34,,غرف للإيجار,Rooms for Rent,1263,5827
featured_ad,إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days","14 days, 0:00:00",إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",74.5,67,اراضي للبيع,Lands for Sale,1274,4606
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,الأكثر مبيعا,Best Selling,1,"{public,single}",17,16.15,قطع غيار للمركبات,All Vehicles Spare Parts,1263,5555
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,الأكثر مبيعا,Best Selling,1,"{public,single}",11,,مواهب، موسيقى وفنون وكتب,"Hobbies, Music, Art & Books",788,5639
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,"","",1,"{public,single}",11,6.6,اكسسوارات للنساء,Accessories for Women,1263,5500
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,"","",1,"{public,single}",60,57,مركبات أخرى,Others Vehicles,1263,5560
featured_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","3 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",10,9,أجهزة صوتية، سماعات ومكبرات صوت,Home Audio & Speakers,1350,5456
featured_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","3 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",11,9.9,غسالات و نشافات,Washing Machines & Dryers,1350,5462
featured_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","3 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",13,11.7,موبايلات واكسسواراتها,Mobile Phones & Accessories,1350,5669
featured_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","3 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",6,3.48,مستلزمات أطفال,Kids & Babies,1350,5660
featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",17,16.15,أرقام لوحات,Number Plates,786,5586
featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",17,16.15,سيارات للبيع,Cars for Sale,786,5584
featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",15,14.25,باصات ومركبات ثقيلة,Trucks & Buses,786,5588
featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,,,1,"{public,single}",20,,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,786,671
featured_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","3 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",12,10.8,كاميرات وتصوير,Cameras,1350,5452
featured_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","3 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",10,9,قطع الكمبيوتر وأجهزة إتصالات,Computer Parts & IT Accessories,1350,5454
featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",5,,مواهب، موسيقى وفنون وكتب,"Hobbies, Music, Art & Books",786,5640
featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",15,,شقق وفلل للإيجار,Apartments & Villas For Rent,786,5793
featured_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","3 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",10,9,أجهزة منزلية أخرى,Other Home Appliances,1350,5459
featured_ad,إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days","3 days, 0:00:00",إعلان صالح لمدة ٢١ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 21 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",11,9.9,تلفزيونات و فيديو,TV & Video,1350,5460
featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",3,2.4,تجارة وصناعة,Business & Industrial,786,5620
featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",15,,شاليهات وكبائن للإيجار,Chalets & Cabins For Rent,786,5805
featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",15,,عقارات تجارية للإيجار,Commercials For Rent,786,5836
featured_ad,إعلان مميز لمدة ثلاثة أيام,Featured Ad for 3 days,"3 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",5,2.9,مستلزمات أطفال,Kids & Babies,786,5657
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",23,22.08,الأثاث والديكور المنزلي,Home Furniture & Decor,788,5648
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",32,17.6,خدمات,Services,788,5682
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,الأكثر مبيعاً,Best Selling,1,"{public,single}",60,57,سيارات للبيع,Cars for Sale,1263,5557
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",15,14.25,قطع غيار للمركبات,All Vehicles Spare Parts,788,5590
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",42,39.9,أرقام لوحات,Number Plates,788,5595
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,"","",1,"{public,single}",14,8.12,مستلزمات أطفال,Kids & Babies,1263,5659
featured_ad,إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days","14 days, 0:00:00",إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",46,42,أراضي للإيجار,Lands for Rent,1274,5841
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,🔥,🔥,1,"{public,single}",41,,أراضي للإيجار,Lands for Rent,1263,5853
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,🔥,🔥,1,"{public,single}",66,,عقارات تجارية للبيع,Commercials For Sale,1263,4584
featured_ad,إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days","14 days, 0:00:00",إعلان صالح لمدة ١٤ يوم و يتجدد لاول ٧ يوم,"Place 1 Ad for 14 days, Bump up for the first 7 days",30 days,"","",,"","",1,"{public,single}",74.5,67,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,1274,4600
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,الأكثر مبيعا,Best Selling,1,"{public,single}",17,16.15,أكسسوارات للمركبات,All Vehicles Accessories,1263,5554
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",35,,شقق وفلل للإيجار,Apartments & Villas For Rent,788,5800
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,🔥,🔥,1,"{public,single}",62,,شاليهات وكبائن للبيع,Chalets & Cabins For Sale,1263,4575
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",19,11.4,مجوهرات و فوبجو,Jewelry & Faux-Bijoux,788,5495
featured_ad,إعلان مميز لمدة أسبوعين,Featured Ad for 14 days,"14 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,,,1,"{public,single}",51,,شقق وفلل للبيع,Apartments & Villas For Sale,788,729
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,🔥,🔥,1,"{public,single}",66,,ابنية ووحدات متعددة,Buildings & Multiple Units,1263,4571
featured_ad,باقة Turbo 14 يوما,Turbo Bundle - 14 Days,"14 days, 0:00:00",إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,30 days,إعلان مميز لمدة 14 يوم  يتجدد كل 36 ساعة,Featured Ad for 14 days & Bump up every 36 hours,,الأكثر مبيعا,Best Selling,1,"{public,single}",11,6.6,ملابس للنساء,Clothing for Women,1263,5502
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",15,12.75,حيوانات أليفة,Pets,787,5675
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,,,1,"{public,single}",31,,عقارات تجارية للبيع,Commercials For Sale,787,4101
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",11,10.45,قطع غيار للمركبات,All Vehicles Spare Parts,787,5572
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,,,1,"{public,single}",31,,شقق وفلل للبيع,Apartments & Villas For Sale,787,699
featured_ad,إعلان مميز لمدة أسبوع,Featured Ad for 7 days,"7 days, 0:00:00",سيظهر إعلانك  في قسم الإعلانات المميزة,Your Ad will appear in the featured Ads section,30 days,"","",,"","",1,"{public,single}",11,10.45,قوارب,Boats,787,5573
